image_id,class_name,split_A,width,height,laplacian_var,relative_path,path
IC4SD_EUC_001711,Eucalyptus grandis,val,1280,1024,369.4150131841945,Eucalyptus_grandis/3284.Eucalyptus grandis.9/3284.Eucalyptus grandis.9  (244).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.9/3284.Eucalyptus grandis.9  (244).png
IC4SD_EUC_001412,Eucalyptus grandis,train,1280,1024,369.42385272395836,Eucalyptus_grandis/3284.Eucalyptus grandis.11/Eucalyptus grandis.11.indoor.47.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.11/Eucalyptus grandis.11.indoor.47.png
IC4SD_EUC_002204,Eucalyptus saligna,train,1280,1024,369.42852590393886,Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.indoor.36.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.indoor.36.png
IC4SD_EUC_002501,Eucalyptus saligna,train,1280,1024,369.4391190793069,Eucalyptus_saligna/3293.Eucalyptus saligna.9/3293.Eucalyptus saligna.9  (255).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.9/3293.Eucalyptus saligna.9  (255).png
IC4SD_EUC_002312,Eucalyptus saligna,test,1280,1024,369.45107998945406,Eucalyptus_saligna/3293.Eucalyptus saligna.3/3293.Eucalyptus saligna.3  (66).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.3/3293.Eucalyptus saligna.3  (66).png
IC4SD_EUC_000481,Eucalyptus cladocalyx,train,1280,1024,369.9152506856475,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.3/3282.Eucalyptus cladocalyx.3 (62).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.3/3282.Eucalyptus cladocalyx.3 (62).png
IC4SD_EUC_002345,Eucalyptus saligna,val,1280,1024,369.96654498933293,Eucalyptus_saligna/3293.Eucalyptus saligna.4/3293.Eucalyptus saligna.4  (108).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.4/3293.Eucalyptus saligna.4  (108).png
IC4SD_EUC_001664,Eucalyptus grandis,train,1280,1024,370.1234432444082,Eucalyptus_grandis/3284.Eucalyptus grandis.8/3284.Eucalyptus grandis.8  (197).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.8/3284.Eucalyptus grandis.8  (197).png
IC4SD_EUC_000467,Eucalyptus cladocalyx,train,1280,1024,370.2250563220328,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.2/3282.Eucalyptus cladocalyx.2 (48).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.2/3282.Eucalyptus cladocalyx.2 (48).png
IC4SD_EUC_002661,Syzygium hemisphericum,train,1280,1024,370.38151038879977,Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.outdoor.4.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.outdoor.4.png
IC4SD_EUC_000138,Eucalyptus camaldulensis,test,2560,2048,370.52308137757706,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(108).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(108).png
IC4SD_EUC_002497,Eucalyptus saligna,train,1280,1024,370.5955776843063,Eucalyptus_saligna/3293.Eucalyptus saligna.9/3293.Eucalyptus saligna.9  (251).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.9/3293.Eucalyptus saligna.9  (251).png
IC4SD_EUC_002270,Eucalyptus saligna,train,1280,1024,370.61446205738474,Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.outdoor.50.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.outdoor.50.png
IC4SD_EUC_000628,Eucalyptus cladocalyx,val,1280,1024,370.7467833897629,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.9/3282.Eucalyptus cladocalyx.9 (209).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.9/3282.Eucalyptus cladocalyx.9 (209).png
IC4SD_EUC_002626,Syzygium hemisphericum,train,1280,1024,371.3669487248627,Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.indoor.8.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.indoor.8.png
IC4SD_EUC_002299,Eucalyptus saligna,train,1280,1024,372.0706398748211,Eucalyptus_saligna/3293.Eucalyptus saligna.2/3293.Eucalyptus saligna.2  (53).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.2/3293.Eucalyptus saligna.2  (53).png
IC4SD_EUC_002647,Syzygium hemisphericum,train,1280,1024,372.49501819633315,Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.outdoor.27.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.outdoor.27.png
IC4SD_EUC_002179,Eucalyptus saligna,train,1280,1024,372.8113270202613,Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.indoor.13.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.indoor.13.png
IC4SD_EUC_001339,Eucalyptus grandis,train,1280,1024,373.3752836276634,Eucalyptus_grandis/3284.Eucalyptus grandis.1/3284.Eucalyptus grandis.1 (6).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.1/3284.Eucalyptus grandis.1 (6).png
IC4SD_EUC_001517,Eucalyptus grandis,train,1280,1024,373.72581363470914,Eucalyptus_grandis/3284.Eucalyptus grandis.2/3284.Eucalyptus grandis.2 (50).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.2/3284.Eucalyptus grandis.2 (50).png
IC4SD_EUC_002182,Eucalyptus saligna,train,1280,1024,373.7878173207854,Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.indoor.16.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.indoor.16.png
IC4SD_EUC_001360,Eucalyptus grandis,val,1280,1024,374.18168451497274,Eucalyptus_grandis/3284.Eucalyptus grandis.10/3284.Eucalyptus grandis.10  (270).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.10/3284.Eucalyptus grandis.10  (270).png
IC4SD_EUC_002594,Syzygium hemisphericum,train,1280,1024,374.57263286654427,Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.indoor.25.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.indoor.25.png
IC4SD_EUC_001556,Eucalyptus grandis,train,1280,1024,374.70779631597907,Eucalyptus_grandis/3284.Eucalyptus grandis.4/3284.Eucalyptus grandis.4 (104).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.4/3284.Eucalyptus grandis.4 (104).png
IC4SD_EUC_001357,Eucalyptus grandis,val,1280,1024,375.050921726097,Eucalyptus_grandis/3284.Eucalyptus grandis.10/3284.Eucalyptus grandis.10  (267).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.10/3284.Eucalyptus grandis.10  (267).png
IC4SD_EUC_001913,Eucalyptus microcorys,val,1280,1024,375.45966535237864,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.3/Eucalyptus microcorys.3283.3 (62).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.3/Eucalyptus microcorys.3283.3 (62).png
IC4SD_EUC_001660,Eucalyptus grandis,train,1280,1024,375.94484487582014,Eucalyptus_grandis/3284.Eucalyptus grandis.7/3284.Eucalyptus grandis.7  (193).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.7/3284.Eucalyptus grandis.7  (193).png
IC4SD_EUC_001760,Eucalyptus microcorys,test,1280,1024,375.96894072110615,Eucalyptus_microcorys/3283.Eucalyptus_microcorys.10/Eucalyptus microcorys.3283.10 (275).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_microcorys/3283.Eucalyptus_microcorys.10/Eucalyptus microcorys.3283.10 (275).png
IC4SD_EUC_000297,Eucalyptus cladocalyx,test,1280,1024,376.06065170184286,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.1/3282.Eucalyptus cladocalyx .1 (17).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.1/3282.Eucalyptus cladocalyx .1 (17).png
IC4SD_EUC_002304,Eucalyptus saligna,train,1280,1024,376.094790011484,Eucalyptus_saligna/3293.Eucalyptus saligna.2/3293.Eucalyptus saligna.2  (58).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.2/3293.Eucalyptus saligna.2  (58).png
IC4SD_EUC_001358,Eucalyptus grandis,val,1280,1024,376.46487819477795,Eucalyptus_grandis/3284.Eucalyptus grandis.10/3284.Eucalyptus grandis.10  (268).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.10/3284.Eucalyptus grandis.10  (268).png
IC4SD_EUC_001594,Eucalyptus grandis,train,1280,1024,376.7278162293693,Eucalyptus_grandis/3284.Eucalyptus grandis.5/3284.Eucalyptus grandis.5 (127).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.5/3284.Eucalyptus grandis.5 (127).png
IC4SD_EUC_002246,Eucalyptus saligna,train,1280,1024,377.0544131642338,Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.outdoor.29.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.outdoor.29.png
IC4SD_EUC_002620,Syzygium hemisphericum,train,1280,1024,377.2827509782547,Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.indoor.49.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.indoor.49.png
IC4SD_EUC_002229,Eucalyptus saligna,train,1280,1024,377.345319330378,Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.outdoor.13.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.outdoor.13.png
IC4SD_EUC_002289,Eucalyptus saligna,train,1280,1024,377.6491253602025,Eucalyptus_saligna/3293.Eucalyptus saligna.2/3293.Eucalyptus saligna.2  (43).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.2/3293.Eucalyptus saligna.2  (43).png
IC4SD_EUC_001667,Eucalyptus grandis,train,1280,1024,378.2359620234585,Eucalyptus_grandis/3284.Eucalyptus grandis.8/3284.Eucalyptus grandis.8  (200).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.8/3284.Eucalyptus grandis.8  (200).png
IC4SD_EUC_000310,Eucalyptus cladocalyx,test,1280,1024,378.4929586543579,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.1/3282.Eucalyptus cladocalyx .1 (6).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.1/3282.Eucalyptus cladocalyx .1 (6).png
IC4SD_EUC_001564,Eucalyptus grandis,train,1280,1024,378.6044783177555,Eucalyptus_grandis/3284.Eucalyptus grandis.4/3284.Eucalyptus grandis.4 (112).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.4/3284.Eucalyptus grandis.4 (112).png
IC4SD_EUC_001597,Eucalyptus grandis,train,1280,1024,378.6744819117577,Eucalyptus_grandis/3284.Eucalyptus grandis.5/3284.Eucalyptus grandis.5 (130).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.5/3284.Eucalyptus grandis.5 (130).png
IC4SD_EUC_000597,Eucalyptus cladocalyx,val,1280,1024,378.8210158687754,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.8/3282.Eucalyptus cladocalyx.8 (178).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.8/3282.Eucalyptus cladocalyx.8 (178).png
IC4SD_EUC_002595,Syzygium hemisphericum,train,1280,1024,379.4468599441637,Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.indoor.26.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.indoor.26.png
IC4SD_EUC_000461,Eucalyptus cladocalyx,train,1280,1024,379.56874281626284,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.2/3282.Eucalyptus cladocalyx.2 (42).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.2/3282.Eucalyptus cladocalyx.2 (42).png
IC4SD_EUC_001585,Eucalyptus grandis,train,1280,1024,379.58054634986325,Eucalyptus_grandis/3284.Eucalyptus grandis.5/3284.Eucalyptus grandis.5 (118).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.5/3284.Eucalyptus grandis.5 (118).png
IC4SD_EUC_002343,Eucalyptus saligna,val,1280,1024,379.7948753667334,Eucalyptus_saligna/3293.Eucalyptus saligna.4/3293.Eucalyptus saligna.4  (106).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.4/3293.Eucalyptus saligna.4  (106).png
IC4SD_EUC_002590,Syzygium hemisphericum,train,1280,1024,379.9861183046548,Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.indoor.21.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.indoor.21.png
IC4SD_EUC_002231,Eucalyptus saligna,train,1280,1024,380.4516022623267,Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.outdoor.15.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.outdoor.15.png
IC4SD_EUC_002640,Syzygium hemisphericum,train,1280,1024,380.79478117322674,Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.outdoor.20.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.outdoor.20.png
IC4SD_EUC_001433,Eucalyptus grandis,train,1280,1024,380.91522268874814,Eucalyptus_grandis/3284.Eucalyptus grandis.11/Eucalyptus grandis.11.outdoor.2.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.11/Eucalyptus grandis.11.outdoor.2.png
IC4SD_EUC_002278,Eucalyptus saligna,train,1280,1024,381.2920289908397,Eucalyptus_saligna/3293.Eucalyptus saligna.2/3293.Eucalyptus saligna.2  (32).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.2/3293.Eucalyptus saligna.2  (32).png
IC4SD_EUC_000612,Eucalyptus cladocalyx,val,1280,1024,381.37908122615937,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.8/3282.Eucalyptus cladocalyx.8 (193).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.8/3282.Eucalyptus cladocalyx.8 (193).png
IC4SD_EUC_002443,Eucalyptus saligna,test,1280,1024,381.4175883297843,Eucalyptus_saligna/3293.Eucalyptus saligna.7/3293.Eucalyptus saligna.7  (197).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.7/3293.Eucalyptus saligna.7  (197).png
IC4SD_EUC_001514,Eucalyptus grandis,train,1280,1024,381.7547584006515,Eucalyptus_grandis/3284.Eucalyptus grandis.2/3284.Eucalyptus grandis.2 (47).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.2/3284.Eucalyptus grandis.2 (47).png
IC4SD_EUC_000624,Eucalyptus cladocalyx,val,1280,1024,381.7958625472315,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.9/3282.Eucalyptus cladocalyx.9 (205).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.9/3282.Eucalyptus cladocalyx.9 (205).png
IC4SD_EUC_001359,Eucalyptus grandis,val,1280,1024,382.16614153891595,Eucalyptus_grandis/3284.Eucalyptus grandis.10/3284.Eucalyptus grandis.10  (269).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.10/3284.Eucalyptus grandis.10  (269).png
IC4SD_EUC_001490,Eucalyptus grandis,train,1280,1024,382.3522898512345,Eucalyptus_grandis/3284.Eucalyptus grandis.12/Eucalyptus grandis.3284.12.4.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.12/Eucalyptus grandis.3284.12.4.png
IC4SD_EUC_001665,Eucalyptus grandis,train,1280,1024,382.56329625206797,Eucalyptus_grandis/3284.Eucalyptus grandis.8/3284.Eucalyptus grandis.8  (198).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.8/3284.Eucalyptus grandis.8  (198).png
IC4SD_EUC_002288,Eucalyptus saligna,train,1280,1024,383.0740207390431,Eucalyptus_saligna/3293.Eucalyptus saligna.2/3293.Eucalyptus saligna.2  (42).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.2/3293.Eucalyptus saligna.2  (42).png
IC4SD_EUC_002269,Eucalyptus saligna,train,1280,1024,383.4137139277728,Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.outdoor.5.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.11/Eucalyptus saligna.11.outdoor.5.png
IC4SD_EUC_002514,Syzygium hemisphericum,val,1280,1024,383.4444982589621,Syzygium_hemisphericum/3297.Syzygium_hemisphericum.1/Syzygium hemisphericum (Syzygium chanlos)_3297.1 (10).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Syzygium_hemisphericum/3297.Syzygium_hemisphericum.1/Syzygium hemisphericum (Syzygium chanlos)_3297.1 (10).png
IC4SD_EUC_000304,Eucalyptus cladocalyx,test,1280,1024,384.2334874964955,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.1/3282.Eucalyptus cladocalyx .1 (23).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.1/3282.Eucalyptus cladocalyx .1 (23).png
IC4SD_EUC_000289,Eucalyptus cladocalyx,test,1280,1024,384.56729058126393,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.1/3282.Eucalyptus cladocalyx .1 (1).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.1/3282.Eucalyptus cladocalyx .1 (1).png
IC4SD_EUC_002165,Eucalyptus saligna,train,1280,1024,384.7444059923723,Eucalyptus_saligna/3293.Eucalyptus saligna.10/3293.Eucalyptus saligna.10  (286).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_saligna/3293.Eucalyptus saligna.10/3293.Eucalyptus saligna.10  (286).png
IC4SD_EUC_001683,Eucalyptus grandis,train,1280,1024,384.8753218890622,Eucalyptus_grandis/3284.Eucalyptus grandis.8/3284.Eucalyptus grandis.8  (216).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.8/3284.Eucalyptus grandis.8  (216).png
IC4SD_EUC_002652,Syzygium hemisphericum,train,1280,1024,384.9753880063902,Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.outdoor.31.png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Syzygium_hemisphericum/3297.Syzygium_hemisphericum.11/Syzygium_hemisphericum.11.outdoor.31.png
IC4SD_EUC_001327,Eucalyptus grandis,train,1280,1024,385.01146984265404,Eucalyptus_grandis/3284.Eucalyptus grandis.1/3284.Eucalyptus grandis.1 (20).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.1/3284.Eucalyptus grandis.1 (20).png
IC4SD_EUC_000625,Eucalyptus cladocalyx,val,1280,1024,385.2345472622253,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.9/3282.Eucalyptus cladocalyx.9 (206).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.9/3282.Eucalyptus cladocalyx.9 (206).png
IC4SD_EUC_001531,Eucalyptus grandis,test,1280,1024,385.27896397420767,Eucalyptus_grandis/3284.Eucalyptus grandis.3/3284.Eucalyptus grandis.3. (64).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_grandis/3284.Eucalyptus grandis.3/3284.Eucalyptus grandis.3. (64).png
IC4SD_EUC_000162,Eucalyptus camaldulensis,test,2560,2048,385.5177994927591,Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(132).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_camaldulensis/3358. Eucalyptus camandulensis.5/3358. Eucalyptus camandulensis.5.(132).png
IC4SD_EUC_000605,Eucalyptus cladocalyx,val,1280,1024,385.7508416735462,Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.8/3282.Eucalyptus cladocalyx.8 (186).png,/Volumes/Data/data/eucalyptus_raw/public_dib_code/dataset/IC4SD-Wood-Eucalyptus/raw/Eucalyptus_cladocalyx/3282.Eucalyptus cladocalyx.8/3282.Eucalyptus cladocalyx.8 (186).png
